,CAND_ID,CAND_ICI,PTY_CD,party,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,state_po,district_x,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,last_name,year,state,state_fips,state_cen,state_ic,office,district_y,stage,special,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,suffix,candidate,first_name,total_contrib,indiv_percent,pol_pty_percent,other_pac_percent,usd_per_vote,usd_per_percent
0,S4AK00214,I,2,REP,8978098.94,684520.05,9372898.58,6156.57,1126542.66,731743.02,0,0,0,0,0,0,6249185.62,AK,00,1904366.97,45100.0,12/31/2020,37600,8000,SULLIVAN,2020,ALASKA,2,94,81,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,191112.0,354587.0,FALSE,20210114,,DAN SULLIVAN,DAN,8198652.59,76.22210541793429,0.550090389913692,23.227804192152018,49.04400864414584,173903.67893101744
1,S0AL00156,I,1,DEM,31053566.07,1610711.22,32710698.97,0,2131165.71,474032.81,0,0,0,0,0,0,27472878.73,AL,00,1943850.37,0.0,12/31/2020,402775.53,6500,JONES,2020,ALABAMA,1,63,41,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,920478.0,2316445.0,FALSE,20210114,,DOUG JONES,DOUG,29416729.1,93.39202409828766,0.0,6.607975901712336,35.53664397193632,823186.8124557202
2,S0AL00230,C,2,REP,9605815.13,74005.8,9432335.29,15001.32,0,173479.84,0,1000000,0,949800,0,50200,7699666.71,AL,00,777079.11,47350.0,12/31/2020,116180.27,2200,TUBERVILLE,2020,ALABAMA,1,63,41,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1392076.0,2316445.0,FALSE,20210114,,TOMMY TUBERVILLE,TOMMY,8524095.82,90.32825149541785,0.5554841357942407,9.116264368787915,6.775732998773055,156956.1282634285
3,S4AR00103,I,2,REP,9141301.91,1461076.82,4843700.46,809.01,2099351.54,6396952.99,0,0,0,0,0,73959,6396849.56,AR,00,1171770.0,200.0,12/31/2020,84420.56,5000,COTTON,2020,ARKANSAS,5,71,42,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,793871.0,1193261.0,FALSE,20210114,,TOM COTTON,TOM,7568819.56,84.51581530370107,0.002642419975988964,15.48154227632294,6.101369693564823,72805.26501912854
4,S0AR00226,C,3,LIB,79563.9,0,64036.71,0,0,15527.19,0,0,0,0,0,0,78713.9,AR,00,100.0,750.0,11/23/2020,0,0,HARRINGTON,2020,ARKANSAS,5,71,42,US SENATE,statewide,gen,FALSE,LIBERTARIAN,FALSE,total,399390.0,1193261.0,FALSE,20210114,JR.,RICKY HARRINGTON,RICKY,79563.9,98.93167630043274,0.9426385584417054,0.12568514112556073,0.1603362878389544,1913.2303916299861
5,S0AZ00350,I,1,DEM,101106583.88,2027313.04,99704060.42,1385000,0,1402523.46,0,0,0,0,0,0,98233235.44,AZ,00,837391.0,0.0,12/31/2020,1245535.42,5440.61,KELLY,2020,ARIZONA,4,86,61,US SENATE,statewide,gen,TRUE,DEMOCRAT,FALSE,total,1716467.0,3355307.0,FALSE,20210114,,MARK KELLY,MARK,99070626.44,99.15475350253574,0.0,0.8452464974642588,58.086791310290266,1948990.1749095612
6,S8AZ00221,I,2,REP,73553299.4,1849203.18,74361789.18,17906.3,923793.51,115303.73,0,0,0,0,0,585760.66,68221120.11,AZ,00,2727159.02,47582.0,12/31/2020,2072160.09,16600,MCSALLY,2020,ARIZONA,4,86,61,US SENATE,statewide,gen,TRUE,REPUBLICAN,FALSE,total,1637661.0,3355307.0,FALSE,20210114,,MARTHA MCSALLY,MARTHA,70995861.13,96.09168622531504,0.06702080831567485,3.841292966369292,45.40731517695055,1523554.824644284
7,S0CO00575,C,1,DEM,44246118.41,2970730.91,42604035.39,237.98,0,1642083.02,5600,0,0,0,0,0,39863159.07,CO,00,786813.4,49600.0,12/31/2020,656926.41,10500,HICKENLOOPER,2020,COLORADO,8,84,62,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,1731114.0,3235790.0,FALSE,20210114,,JOHN HICKENLOOPER,JOHN,40699572.47,97.94490863358202,0.12186860202661977,1.9332227643913629,24.610762428124318,796352.5895730039
8,S4CO00395,I,2,REP,26161851.26,3483492.67,26813944.62,10144.23,1701437.57,1049344.21,0,0,0,0,0,0,19777039.15,CO,00,2806812.74,53568.0,12/31/2020,633383.06,30000,GARDNER,2020,COLORADO,8,84,62,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1429492.0,3235790.0,FALSE,20210114,,CORY GARDNER,CORY,22637419.89,87.36436946481005,0.23663474132784662,12.39899579386209,18.75767378901036,606958.9326974184
9,S0DE00092,I,1,DEM,6081414.85,90582.37,4746086.79,0,505185.2,1840513.26,0,0,0,0,0,0,3981462.28,DE,00,2008137.0,0.0,12/31/2020,60962.46,2500,COONS,2020,DELAWARE,10,51,11,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,291804.0,490935.0,FALSE,20210114,,CHRISTOPHER COONS,CHRISTOPHER,5989599.279999999,66.47293239289958,0.0,33.52706760710043,16.26463924415018,79848.8066732687
10,S0DE00183,C,2,REP,479515.11,0,476181.57,0,0,3333.54,25,0,0,0,0,0,467530.9,DE,00,850.0,5600.0,12/31/2020,5355.95,0,WITZKE,2020,DELAWARE,10,51,11,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,186054.0,490935.0,FALSE,20210114,,LAUREN WITZKE,LAUREN,473980.9,98.6391856718277,1.1814822074054039,0.17933212076689167,2.5593729239898093,12564.857464389372
11,S0GA00468,C,1,DEM,1536648.85,0,1534447.65,600,0,2201.2,0,0,0,0,0,0,1509007.85,GA,00,12750.0,0.0,12/31/2020,182231,0,LIEBERMAN,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,DEMOCRAT,FALSE,total,136021.0,4914361.0,FALSE,20210114,,MATT LIEBERMAN,MATT,1521757.85,99.16215316385588,0.0,0.8378468361441342,11.280961395666845,554387.1672537071
12,S0GA00484,C,1,DEM,60036.19,0,64403.88,0,0,-4367.69,10,546,0,0,0,546,46679.1,GA,00,0.0,0.0,12/31/2020,145,0,JOHNSON-SHEALEY,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,DEMOCRAT,FALSE,total,106767.0,4914361.0,FALSE,20210114,,TAMARA JOHNSON-SHEALEY,TAMARA,46679.1,100.0,0.0,0.0,0.6032189721543173,29644.35791215263
13,S0GA00542,C,1,DEM,61019.99,0,55517.2,0,0,14062.93,0,0,0,0,0,78.65,61019.99,GA,00,0.0,0.0,11/03/2020,0,0,WINFIELD,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,DEMOCRAT,FALSE,total,28687.0,4914361.0,FALSE,20210114,,RICHARD WINFIELD,RICHARD,61019.99,100.0,0.0,0.0,1.9352738174085822,95106.34172593858
14,S0GA00559,C,1,DEM,125358563.85,6868340.11,102595578.42,0,0,22762985.43,0,0,0,0,0,0,117629215.72,GA,00,714802.44,53912.5,12/16/2020,968597.93,19200,WARNOCK,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,DEMOCRAT,FALSE,total,1617035.0,4914361.0,FALSE,20210114,,RAPHAEL WARNOCK,RAPHAEL,118397930.66,99.35073616936137,0.04553500192061549,0.6037288287180271,63.446727139486775,3118001.214319354
15,S0GA00583,C,1,DEM,285832.19,0,283432.29,0,0,2399.9,0,0,40000,0,0,51129,244234.37,GA,00,1400.0,0.0,12/31/2020,400,0,TARVER,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,DEMOCRAT,FALSE,total,26333.0,4914361.0,FALSE,20210114,,ED TARVER,ED,245634.37,99.43004718761466,0.0,0.5699528123853351,10.763387764402081,528951.7305725478
16,S0GA00591,C,1,DEM,22033.25,0,21764.03,0,200,469.22,911.37,5220,0,1632.17,0,3587.83,15221.88,GA,00,500.0,0.0,12/31/2020,0,0,JACKSON,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,DEMOCRAT,FALSE,total,324118.0,4914361.0,FALSE,20210114,,DEBORAH JACKSON,DEBORAH,15721.88,96.8197187613695,0.0,3.180281238630495,0.06714847678931747,3299.9185554282694
17,S8GA00180,C,1,DEM,156146537.53,8630800.62,151814804.04,25075.9,0,4331733.49,0,450000,0,200000,0,250000,145155002.38,GA,00,863565.06,64473.49,12/31/2020,1327183.72,5535.12,OSSOFF,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,2374519.0,4952175.0,FALSE,20210114,,JON OSSOFF,JON,146083040.93,99.36471848881848,0.044134821940689455,0.5911466892408153,63.934971267865194,3166171.663384403
18,S0GA00492,C,2,REP,152275,0,148087.52,0,0,4187.48,0,151000,0,0,0,151000,1275.0,GA,00,0.0,0.0,12/31/2020,1275,0,JOHNSON,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,REPUBLICAN,FALSE,total,36176.0,4914361.0,FALSE,20210114,,A. JOHNSON,A.,1275.0,100.0,0.0,0.0,4.093529411764705,201170.81293529412
19,S0GA00526,I,2,REP,92213280.74,10495788.13,70957315.59,0,0,21255965.15,678492.3,23000000,0,0,0,1750000,55679414.09,GA,00,2284746.7,44600.0,12/16/2020,56656,20650,LOEFFLER,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,REPUBLICAN,FALSE,total,1273214.0,4914361.0,FALSE,20210114,,KELLY LOEFFLER,KELLY,58008760.79000001,95.98449153493802,0.07688493840000886,3.9386235266619627,55.73086346050232,2738815.8188661765
20,S0GA00567,C,2,REP,7331207.13,1649531.3,7310435.63,0,0,20771.5,60,0,0,0,0,0,5473209.36,GA,00,204050.0,2800.0,12/31/2020,474609.98,149600,COLLINS,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,REPUBLICAN,FALSE,total,980454.0,4914361.0,FALSE,20210114,,DOUG COLLINS,DOUG,5680059.36,96.35831270608412,0.0492952594777108,3.5923920344381752,7.4561740071436295,366423.3074992037
21,S0GA00641,C,2,REP,30769.45,0,25549.45,0,0,0,5320,0,0,0,0,0,25449.45,GA,00,0.0,0.0,12/31/2020,0,0,TAYLOR,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,REPUBLICAN,FALSE,total,40349.0,4914361.0,FALSE,20210114,,KANDISS TAYLOR,KANDISS,25449.45,100.0,0.0,0.0,0.6332114798384099,31118.298012701678
22,S0GA00658,C,2,REP,18060.84,0,13201.93,0,0,6777.31,0,3000,0,0,0,3000,15060.84,GA,00,0.0,0.0,10/14/2020,0,0,GRAYSON,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,REPUBLICAN,FALSE,total,51592.0,4914361.0,FALSE,20210114,,DERRICK GRAYSON,DERRICK,15060.84,100.0,0.0,0.0,0.2558910296169949,12575.408961996045
23,S4GA11236,C,2,REP,18060.84,0,13201.93,0,0,6777.31,0,3000,0,0,0,3000,15060.84,GA,00,0.0,0.0,10/14/2020,0,0,GRAYSON,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,REPUBLICAN,FALSE,total,51592.0,4914361.0,FALSE,20210114,,DERRICK GRAYSON,DERRICK,15060.84,100.0,0.0,0.0,0.2558910296169949,12575.408961996045
24,S4GA11285,I,2,REP,99202974.13,18414691.8,88492643.47,29042.83,1703670.97,12414001.63,0,0,0,0,0,781801.79,75574377.42,GA,00,4851577.45,0.0,12/31/2020,114691.11,47700,PERDUE,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,2462617.0,4952175.0,FALSE,20210114,,DAVID PERDUE,DAVID,80425954.87,93.96764706388372,0.0,6.032352936116281,35.93439153144805,1779533.9538224875
25,S0GA00617,C,3,OTH,8681.17,0,8616.15,0,0,65.02,1150,6340.68,0,0,0,6340.68,1190.45,GA,00,0.0,0.0,12/31/2020,0,0,FORTUIN,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,GREEN,FALSE,total,15293.0,4914361.0,FALSE,20210114,,JOHN FORTUIN,JOHN,1190.45,100.0,0.0,0.0,0.5634048257372654,27687.747028150134
26,S0GA00633,C,3,LIB,5220,0,5220.0,0,0,0,0,5220,0,0,0,5220,0.0,GA,00,0.0,0.0,03/31/2020,0,0,SLOWINSKI,2020,GEORGIA,13,58,44,US SENATE,statewide,gen,TRUE,LIBERTARIAN,FALSE,total,35431.0,4914361.0,FALSE,20210114,,BRIAN SLOWINSKI,BRIAN,0.0,,,,0.1473286105387937,7240.259778160367
27,S0IA00176,C,1,DEM,56358302.21,2353855.25,56328075.88,0,0,30236.33,0,0,0,0,0,188223.01,52970089.34,IA,00,955302.52,75327.94,12/31/2020,759910.54,1916.67,GREENFIELD,2020,IOWA,19,42,31,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,754859.0,1700130.0,FALSE,20210114,,THERESA GREENFIELD,THERESA,54000719.800000004,98.09145051433184,0.13949432577748713,1.769055159890665,74.62065879853058,1268648.206431458
28,S4IA00129,I,2,REP,27693029.26,3129656.63,28527764.02,10689.07,1363149.69,528414.93,0,0,0,0,0,0,21793212.99,IA,00,2723058.53,45850.0,12/31/2020,98505.63,16500,ERNST,2020,IOWA,19,42,31,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,864997.0,1700130.0,FALSE,20210114,,JONI ERNST,JONI,24562121.52,88.72691624888598,0.186669543030581,11.086414208083438,32.98018839371697,560706.0769381003
29,S4IA00194,C,3,LIB,8820,0,16092.83,0,0,-7272.83,0,0,0,0,0,0,8820.0,IA,00,0.0,0.0,12/31/2020,0,0,STEWART,2020,IOWA,19,42,31,US SENATE,statewide,gen,FALSE,LIBERTARIAN,FALSE,total,36961.0,1700130.0,FALSE,20210114,,RICK STEWART,RICK,8820.0,100.0,0.0,0.0,0.43540028678877735,7402.37089578204
30,S0ID00180,C,1,DEM,1124856.87,0,1109703.93,0,0,15152.94,0,0,0,0,0,0,1105718.24,ID,00,17894.13,1242.5,12/31/2020,13708.83,0,JORDAN,2020,IDAHO,16,82,63,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,285864.0,859827.0,FALSE,20210114,,PAULETTE JORDAN,PAULETTE,1124854.8699999999,98.29874675299224,0.11045869410691178,1.5907945529008558,3.881929623877088,33377.87902709365
31,S8ID00092,I,2,REP,2937292.77,75533.34,1835042.23,3382.46,1085294.62,2187545.16,0,0,0,0,0,0,1635587.03,ID,00,1160761.73,35000.0,12/31/2020,11226.5,1000,RISCH,2020,IDAHO,16,82,63,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,538446.0,859827.0,FALSE,20210114,,JIM RISCH,JIM,2831348.76,57.76706328470817,1.2361599706282742,40.99677674466356,3.4080339161215796,29303.195779970694
32,S6IL00151,I,1,DEM,7326799.36,1941534.93,8263750.73,0,2013437.93,1076486.56,0,0,0,0,0,0,3696013.5,IL,00,1660471.25,750.0,12/31/2020,69641.69,700,DURBIN,2020,ILLINOIS,17,33,21,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,3278930.0,5968901.0,FALSE,20210114,,RICHARD DURBIN,RICHARD,5357234.75,68.99106857320373,0.01399975985745258,30.994931666938808,2.5202583556221088,150431.7261913116
33,S0IL00543,C,2,REP,376608.19,0,376608.19,0,0,0,2462.69,20000,0,20000,0,0,335690.12,IL,00,17300.0,250.0,12/31/2020,3045,1275,CURRAN,2020,ILLINOIS,17,33,21,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,2319870.0,5968901.0,FALSE,20210114,JR.,MARK CURRAN,MARK,353240.12,95.03170817629663,0.07077338780204241,4.897518435901335,0.16234021302917837,9689.926598900758
34,S0IL00618,C,3,LIB,12535.99,0,12179.49,0,0,356.5,0,0,0,0,0,0,12535.99,IL,00,0.0,0.0,12/31/2020,0,0,MALOUF,2020,ILLINOIS,17,33,21,US SENATE,statewide,gen,FALSE,LIBERTARIAN,FALSE,total,75673.0,5968901.0,FALSE,20210114,,DANNY MALOUF,DANNY,12535.99,100.0,0.0,0.0,0.1609489514093534,9606.88357016241
35,S0IL00568,C,3,OTH,3083272.2,0,3060000.0,0,0,3636.1,3060000,16000,0,0,0,0,0.0,IL,00,0.0,0.0,12/31/2020,1825379.07,0,WILSON,2020,ILLINOIS,17,33,21,US SENATE,statewide,gen,FALSE,WILLIE WILSON PARTY,FALSE,total,237699.0,5968901.0,FALSE,20210114,,WILLIE WILSON,WILLIE,0.0,,,,12.873423952141152,768401.9310135929
36,S0KS00323,O,1,DEM,29004665,999674.36,28841685.03,862.4,0,162979.97,0,50000,0,0,0,50000,27023007.79,KS,00,635002.29,200.0,12/31/2020,328701.84,753,BOLLIER,2020,KANSAS,20,47,32,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,571530.0,1367755.0,FALSE,20210114,,BARBARA BOLLIER,BARBARA,27658210.08,97.7033861259904,0.0007231125926858966,2.2958907614169086,50.46399144401869,690223.7661751378
37,S0KS00315,O,2,REP,6772872.34,187730.64,7171199.34,10718.64,608285.86,209958.86,0,0,0,35000,0,0,4487242.1,KS,00,2034570.0,46450.0,12/31/2020,112955.13,13602.4,MARSHALL,2020,KANSAS,20,47,32,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,727962.0,1367755.0,FALSE,20210114,,ROGER MARSHALL,ROGER,6568262.1,68.31703777472583,0.707188587982809,30.975773637291365,9.85106274778079,134738.40328590915
38,S0KY00339,C,1,DEM,96325352.41,475292,92980539.71,777000,0,3389592.9,0,0,0,0,0,0,94001607.95,KY,00,353988.34,39208.71,12/31/2020,801703.94,0,MCGRATH,2020,KENTUCKY,21,61,51,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,816257.0,2135057.0,FALSE,20210114,,AMY MCGRATH,AMY,94394805.0,99.58345477804632,0.041536936275253705,0.37500828567843325,113.91086350254882,2432061.864971614
39,S2KY00012,I,2,REP,68094902.86,4617551.52,64878657.61,7582.01,3595456.04,6811701.29,0,0,0,0,0,0,59868152.25,KY,00,3602747.57,3857.01,12/31/2020,1996268.49,180825.61,MCCONNELL,2020,KENTUCKY,21,61,51,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1233315.0,2135057.0,FALSE,20210114,,MITCH MCCONNELL,MITCH,63474756.83,94.31804900070856,0.006076447067501118,5.675874552223944,52.60509894876816,1123148.8474626008
40,S0KY00396,C,3,LIB,112187.45,0,16601.21,0,2073.98,97660.22,1456.13,0,0,0,0,0,110731.32,KY,00,0.0,0.0,06/30/2020,0,0,BARRON,2020,KENTUCKY,21,61,51,US SENATE,statewide,gen,FALSE,LIBERTARIAN,FALSE,total,85386.0,2135057.0,FALSE,20210114,,BRAD BARRON,BRAD,110731.32,100.0,0.0,0.0,0.19442543274073032,4151.093811511255
41,S0LA00311,C,1,DEM,100626.6,0,54892.44,0,0,-13788.63,2000,0,0,0,0,0,97126.6,LA,00,1500.0,0.0,11/03/2020,0,0,PIERCE,2020,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,55710.0,2071543.0,FALSE,20210114,,ANTOINE PIERCE,ANTOINE,98626.6,98.47911212593763,0.0,1.5208878740623726,0.9853247172859451,20411.425208206787
42,S0LA00345,C,1,DEM,160538.95,0,148831.64,0,0,-621.28,5189.99,0,0,0,0,0,155341.09,LA,00,0.0,0.0,12/31/2020,200,0,WENSTRUP,2020,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,14454.0,2071543.0,FALSE,20210114,,PETER WENSTRUP,PETER,155341.09,100.0,0.0,0.0,10.296917116369173,213305.06573994746
43,S0LA00386,C,1,DEM,2806583.4,2129.64,2651684.49,0,0,154898.91,0,0,0,0,0,0,2648848.77,LA,00,75500.0,49600.0,12/31/2020,50356.76,0,PERKINS,2020,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,394049.0,2071543.0,FALSE,20210114,,ADRIAN PERKINS,ADRIAN,2773948.77,95.490183475883,1.7880647449736429,2.7217517791433474,6.729326784232418,139400.89794589177
44,S0LA00352,C,2,REP,17367.97,0,13297.22,0,0,4050.75,5516.93,4103,0,4103,0,0,7748.04,LA,00,0.0,0.0,11/05/2020,500,0,MURPHY,2020,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,38383.0,2071543.0,FALSE,20210114,,DUSTIN MURPHY,DUSTIN,7748.04,100.0,0.0,0.0,0.3464351405570174,7176.552903749055
45,S4LA00107,I,2,REP,7447725.9,657920,8576103.29,0,2766054.31,1637676.92,0,0,0,0,0,0,4521421.72,LA,00,2120050.0,44600.0,12/31/2020,121575,21500,CASSIDY,2020,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1228908.0,2071543.0,FALSE,20210114,,BILL CASSIDY,BILL,6686071.72,67.62448728264614,0.6670583545580036,31.708454362795855,6.978637367483977,144565.4738814986
46,S0LA00394,C,3,LIB,3297.88,0,2647.24,0,0,650.64,0,1700,0,0,0,1700,1597.88,LA,00,0.0,0.0,10/13/2020,0,0,SIGLER,2020,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,LIBERTARIAN,FALSE,total,11321.0,2071543.0,FALSE,20210114,,AARON SIGLER,AARON,1597.88,100.0,0.0,0.0,0.23383446691988338,4843.98153106616
47,S0LA00360,C,3,OTH,3500,0,3400.0,0,0,100,0,0,0,0,0,0,3500.0,LA,00,0.0,0.0,09/30/2020,0,0,BOURGEOIS,2020,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,UNAFFILIATED,FALSE,total,16518.0,2071543.0,FALSE,20210114,,JOHN BOURGEOIS,JOHN,3500.0,100.0,0.0,0.0,0.20583605763409613,4263.982443395084
48,S6LA00441,C,3,OTH,6374.6,0,6374.6,0,0,0,6349.6,0,0,0,0,0,25.0,LA,00,0.0,0.0,12/31/2020,0,0,BILLIOT,2020,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,UNAFFILIATED,FALSE,total,17362.0,2071543.0,FALSE,20210114,,BERYL BILLIOT,BERYL,25.0,100.0,0.0,0.0,0.3671581615021311,7605.8391935260925
49,S4MA00028,I,1,DEM,11823465.97,843668.45,12971097.07,0,2789842.48,1642211.38,5600,0,0,0,0,0,9805523.36,MA,00,980288.23,49600.0,12/31/2020,243921.64,21750,MARKEY,2020,MASSACHUSETTS,25,14,3,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,2357809.0,3658005.0,FALSE,20210114,,EDWARD MARKEY,EDWARD,10835411.59,90.49516281457657,0.45775833790915554,9.047078847514273,5.501334955460769,201239.1077375027
50,S6ME00159,I,2,REP,27867541.38,2125152.17,29200073.67,4805.62,2627724.77,1295192.48,0,0,0,0,0,0,23106874.22,ME,00,2528268.36,50136.26,12/31/2020,797820.66,15895,COLLINS,2020,MAINE,23,11,2,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,417645.0,828305.0,FALSE,20210114,,SUSAN COLLINS,SUSAN,25685278.84,89.96154709449905,0.19519453268275283,9.843258372818193,69.9160140071113,579117.8398216033
51,S0ME00137,C,3,OTH,208800.08,0,197255.37,0,0,7437.08,1713.81,0,0,0,0,0,206282.27,ME,00,0.0,804.0,12/31/2020,0,0,SAVAGE,2020,MAINE,23,11,2,US SENATE,statewide,gen,FALSE,INDEPENDENT,FALSE,total,40579.0,828305.0,FALSE,20210114,,LISA SAVAGE,LISA,207086.27,99.61175600873973,0.38824399126026077,0.0,4.861020971438428,40264.079757473075
52,S4MI00355,I,1,DEM,50113274.67,1599397.61,49846729.9,0,1503727.91,1770272.68,0,0,0,0,0,0,45404376.66,MI,00,3081173.48,2500.0,12/31/2020,807252.62,20379.52,PETERS,2020,MICHIGAN,26,34,23,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,2734568.0,5479720.0,FALSE,20210114,,GARY PETERS,GARY,48488050.13999999,93.64034340193825,0.005155909533960897,6.354500688527791,18.2283746098104,998863.8891687023
53,S8MI00372,C,2,REP,48764414.44,1105374.58,47661001.73,16554.46,507954.88,1611367.59,0,0,0,0,0,0,45827403.66,MI,00,873059.02,0.0,12/31/2020,104466.12,0,JAMES,2020,MICHIGAN,26,34,23,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,2642233.0,5479720.0,FALSE,20210114,,JOHN JAMES,JOHN,46700462.68,98.13051312578558,0.0,1.869486874214412,18.038152475576528,988440.248834662
54,S8MN00578,I,1,DEM,16468404.53,630587.96,16100431.77,0,433782.6,801755.36,5600,0,0,0,0,0,13356797.77,MN,00,2436253.69,0.0,12/31/2020,156707.93,2800,SMITH,2020,MINNESOTA,27,41,33,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,1566522.0,3214256.0,FALSE,20210114,,TINA SMITH,TINA,15793051.459999999,84.57388873726876,0.0,15.426111262731238,10.277820400862547,330355.4589039485
55,S0MN00328,C,2,REP,7091526.74,55597.71,6731001.81,15551.5,0,360524.93,0,0,0,0,0,32686.59,6793047.92,MN,00,236924.99,3200.0,12/31/2020,3915,975,LEWIS,2020,MINNESOTA,27,41,33,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1398145.0,3214256.0,FALSE,20210114,,JASON LEWIS,JASON,7033172.91,96.58582274212849,0.045498668111090136,3.368678589760421,4.814237300136967,154741.91127389047
56,S8MS00287,C,1,DEM,12320919.34,168843.51,12439496.96,865941.43,294170.7,175593.08,0,0,0,0,0,0,11801285.58,MS,00,322066.66,1700.0,12/31/2020,85806.95,7500,ESPY,2020,MISSISSIPPI,28,64,46,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,578691.0,1311354.0,FALSE,20210114,,MIKE ESPY,MIKE,12125052.24,97.32977100971236,0.014020558149776681,2.656208432137856,21.495922625373474,281887.64118474006
57,S8MS00261,I,2,REP,3407099.27,81269.11,3292470.82,1195.88,53914.06,168542.51,0,0,0,0,0,60000,2157870.19,MS,00,1165817.8,0.0,12/31/2020,22435,10000,HYDE-SMITH,2020,MISSISSIPPI,28,64,46,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,709511.0,1311354.0,FALSE,20210114,,CINDY HYDE-SMITH,CINDY,3323687.99,64.92396989405734,0.0,35.07603010594265,4.640478893209548,60853.105585259145
58,S0MT00173,C,1,DEM,49522119.85,2537236.17,48572769.71,1585000,0,949350.14,0,0,0,0,0,0,46205011.4,MT,00,698648.57,8425.0,12/31/2020,771769.07,7500,BULLOCK,2020,MONTANA,30,81,64,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,272463.0,605637.0,FALSE,20210114,,STEVE BULLOCK,STEVE,46912084.97,98.49276882395618,0.017959125042913224,1.4892720510008914,178.27290204541535,1079686.655760792
59,S2MT00096,I,2,REP,31883904.53,1371487.48,33226297.9,11243.32,1450176.34,107782.97,0,0,0,0,0,44813.08,27135947.87,MT,00,3253617.22,51050.0,12/31/2020,498116.88,34002.72,DAINES,2020,MONTANA,30,81,64,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,333174.0,605637.0,FALSE,20210114,,STEVE DAINES,STEVE,30440615.09,89.14388815656484,0.16770357579525508,10.688408267639904,99.72656299711261,603980.964338823
