,CAND_ID,CAND_ICI,PTY_CD,party,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,state_po,district_x,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,last_name,year,state,state_fips,state_cen,state_ic,office,district_y,stage,special,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,suffix,candidate,first_name,total_contrib,indiv_percent,pol_pty_percent,other_pac_percent,usd_per_vote,usd_per_percent
657,S4AK00107,C,1,DEM,5835949,161288,5768963.0,0,0,66988,0,0,0,0,0,19040,4103152.0,AK,00,784870.0,37689.0,12/31/2004,26323,15050,KNOWLES,2004,ALASKA,2,94,81,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,140424.0,308315.0,FALSE,20210114,,TONY KNOWLES,TONY,4925711.0,83.30070521798783,0.7651484222277759,15.934146359784403,41.08245741468695,126663.37857809207
658,S0AK00063,I,2,REP,5991,0,167280.0,0,233640,72350,0,0,0,0,0,0,0.0,AK,00,0.0,0.0,12/31/2004,0,0,MURKOWSKI,2004,ALASKA,2,94,81,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,149773.0,308315.0,FALSE,20210114,,LISA MURKOWSKI,LISA,0.0,,,,1.116890227210512,3443.5401040240895
659,S4AK00099,I,2,REP,5702709,228403,5465098.0,0,0,237344,0,0,0,0,0,0,3389736.0,AK,00,1991677.0,51949.0,12/31/2004,8405,2000,MURKOWSKI,2004,ALASKA,2,94,81,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,149773.0,308315.0,FALSE,20210114,,LISA MURKOWSKI,LISA,5433362.0,62.38744998032526,0.9561115199024103,36.65643849977233,36.48920699992656,112501.69856182356
660,S4AK00180,C,3,OTH,187850,0,190379.0,0,0,35542,185500,0,0,0,0,0,2350.0,AK,00,0.0,0.0,12/31/2004,542,0,MILLICAN,2004,ALASKA,2,94,81,US SENATE,statewide,gen,FALSE,NONPARTISAN,FALSE,total,8885.0,308315.0,FALSE,20210114,,MARC MILLICAN,MARC,2350.0,100.0,0.0,0.0,21.42701181767023,66062.69148564998
661,S2AL00087,C,1,DEM,4941,0,4869.0,0,77,47,0,4600,0,0,0,4600,0.0,AL,00,0.0,0.0,10/21/2004,0,0,SOWELL,2004,ALABAMA,1,63,41,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,595018.0,1839066.0,FALSE,20210114,,WAYNE SOWELL,WAYNE,0.0,,,,0.00818294572601165,150.4897726455334
662,S6AL00013,I,2,REP,6610117,0,1922646.0,30000,6558860,11246330,0,0,0,0,0,0,4848934.0,AL,00,1480707.0,0.0,12/31/2004,25000,15791,SHELBY,2004,ALABAMA,1,63,41,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1242200.0,1839066.0,FALSE,20210114,,RICHARD SHELBY,RICHARD,6329641.0,76.60677754077996,0.0,23.39322245922004,1.5477749154725486,28464.602226984385
663,S8AR00112,I,1,DEM,5488903,196475,5816913.0,155000,667041,338039,0,0,0,0,0,0,2775573.0,AR,00,2427554.0,60725.0,12/31/2004,3950,17250,LINCOLN,2004,ARKANSAS,5,71,42,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,580973.0,1039349.0,FALSE,20210114,,BLANCHE LINCOLN,BLANCHE,5263852.0,52.72893310830168,1.1536228602171945,46.11744403148113,10.012363741516387,104063.40242381315
664,S4AR00046,C,2,REP,153628,0,148682.0,0,0,4943,0,2000,800,2000,800,0,127994.0,AR,00,7000.0,15800.0,12/31/2004,100,0,HOLT,2004,ARKANSAS,5,71,42,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,458036.0,1039349.0,FALSE,20210114,,JIM HOLT,JIM,150794.0,84.88003501465575,10.477870472299958,4.642094513044285,0.32460767275934643,3373.8066007475395
665,S0AZ00152,C,1,DEM,12956,0,12716.0,0,0,0,0,0,0,0,0,0,5956.0,AZ,00,7000.0,0.0,11/17/2004,0,0,STARKY,2004,ARIZONA,4,86,61,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,404507.0,1961677.0,FALSE,20210114,,STUART STARKY,STUART,12956.0,45.97097869712874,0.0,54.02902130287126,0.031435797155549845,616.6688025670754
666,S6AZ00019,I,2,REP,3419717,0,2140807.0,0,4544,1283451,0,0,0,0,0,0,2743238.0,AZ,00,658093.0,0.0,12/31/2004,19930,0,MCCAIN,2004,ARIZONA,4,86,61,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1505372.0,1961677.0,FALSE,20210114,,JOHN MCCAIN,JOHN,3401331.0,80.6518977423838,0.0,19.34810225761621,1.4221116109506486,27897.23638634836
667,S2CA00286,I,1,DEM,14301289,1757606,14886426.0,500000,1392603,807469,0,0,0,0,0,0,10599638.0,CA,00,1290551.0,34000.0,12/31/2004,76636,11013,BOXER,2004,CALIFORNIA,6,93,71,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,6955728.0,12053295.0,FALSE,20210114,,BARBARA BOXER,BARBARA,11924189.0,88.8918986440084,0.28513469553359144,10.822966660457999,2.1401679306608883,257960.75417795233
668,S4CA00274,C,2,REP,7164449,64390,7124083.0,0,0,40120,0,450000,0,450000,0,350083,6095418.0,CA,00,532414.0,0.0,12/31/2004,16216,500,JONES,2004,CALIFORNIA,6,93,71,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,4555922.0,12053295.0,FALSE,20210114,,BILL JONES,BILL,6627832.0,91.96699614594938,0.0,8.033003854050616,1.5636973152744933,188477.05031711474
669,S4CA00266,C,3,LIB,251832,0,250244.0,0,0,1588,10110,3300,0,0,0,3300,224172.0,CA,00,9500.0,652.0,12/31/2004,0,0,GRAY,2004,CALIFORNIA,6,93,71,US SENATE,statewide,gen,FALSE,LIBERTARIAN,FALSE,total,216522.0,12053295.0,FALSE,20210114,,JAMES GRAY,JAMES,234324.0,95.66753725610693,0.27824721326027213,4.054215530632799,1.155743989063467,139305.2324465874
670,S4CO00163,O,1,DEM,9925778,291287,9886551.0,0,0,39225,0,0,600000,0,602463,0,7838762.0,CO,00,1018212.0,40375.0,12/31/2004,33664,8906,SALAZAR,2004,COLORADO,8,84,62,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,1081188.0,2107472.0,FALSE,20210114,,KEN SALAZAR,KEN,8897349.0,88.10222011073185,0.4537868526906161,11.443993036577524,9.144155318039045,192710.51296418384
671,S4CO00189,O,2,REP,7879182.37,0,7858598.96,0,0,24833,0,1450000,0,236343,0,1213657,5020196.37,CO,00,1301667.0,50000.0,12/31/2004,7193,1000,COORS,2004,COLORADO,8,84,62,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,980668.0,2107472.0,FALSE,20210114,,PETE COORS,PETE,6371863.37,78.7869431355996,0.7846998138003075,20.4283570506001,8.013516256266136,168882.61131625707
672,S0CT00037,I,1,DEM,4676379,0,3938132.0,0,1604551,2342800,0,0,0,0,0,0,3231307.0,CT,00,1368210.0,160.0,12/31/2004,0,0,DODD,2004,CONNECTICUT,9,16,1,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,945347.0,1424726.0,FALSE,20210114,,CHRISTOPHER DODD,CHRISTOPHER,4599677.0,70.25073717132746,0.0034785051211204615,29.745784323551415,4.165805783484794,59351.31810681158
673,S4CT00146,C,2,REP,1476876,0,1462401.0,0,0,14472,0,1391175,0,2034,0,1389141,62469.0,CT,00,800.0,9090.0,12/31/2004,0,0,ORCHULLI,2004,CONNECTICUT,9,16,1,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,457749.0,1424726.0,FALSE,20210114,,JACK ORCHULLI,JACK,72359.0,86.33203886178637,12.562362663939524,1.1055984742741056,3.1947661272880987,45516.66365466664
674,S4CT00161,C,3,LIB,1600,0,0.0,0,0,1600,0,0,0,0,0,0,0.0,CT,00,0.0,1500.0,09/30/2004,0,0,RASCH,2004,CONNECTICUT,9,16,1,US SENATE,statewide,gen,FALSE,LIBERTARIAN,FALSE,total,9188.0,1424726.0,FALSE,20210114,,LEONARD RASCH,LEONARD,1500.0,0.0,100.0,0.0,0.0,0.0
675,S4FL00223,O,1,DEM,11889837.02,423771,11791647.1,87847,0,383929.58,2834610,200000,100000,200000,100000,0,16180271.0,FL,00,894854.0,6703.0,12/31/2004,138161.94,1500,CASTOR,2004,FLORIDA,12,59,43,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,3590201.0,7429894.0,FALSE,20210114,,BETTY CASTOR,BETTY,17081828.0,94.72212810010731,0.03924053093146705,5.238631368961214,3.2843974752388516,244027.2509489229
676,S4FL00298,O,2,REP,12841916.98,1062254,12821250.39,385357,0,20664,0,0,0,0,0,500154,9757250.98,FL,00,1962294.0,45000.0,12/31/2004,22015,6000,MARTINEZ,2004,FLORIDA,12,59,43,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,3672864.0,7429894.0,FALSE,20210114,,MEL MARTINEZ,MEL,11764544.98,82.93776764496675,0.38250523140929843,16.679727123623948,3.490804557424397,259363.07836380182
677,S4FL00314,O,3,OTH,15793,0,15794.0,0,0,0,0,10000,0,5062,0,0,2793.0,FL,00,1552.0,3000.0,12/02/2004,0,0,BRADLEY,2004,FLORIDA,12,59,43,US SENATE,statewide,gen,FALSE,VETERANS PARTY OF AMERICA,FALSE,total,166642.0,7429894.0,FALSE,20210114,,DENNIS BRADLEY,DENNIS,7345.0,38.02586793737236,40.84411164057182,21.13002042205582,0.0947780271480179,7041.906952388954
678,S4GA11137,O,1,DEM,2085291.39,0,2445696.24,0,17699.21,3328,0,0,0,66841.91,0,10507,1433163.55,GA,00,602604.98,35000.0,12/31/2004,69550,33000,MAJETTE,2004,GEORGIA,13,58,44,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,1287690.0,3220981.0,FALSE,20210114,,DENISE MAJETTE,DENISE,2070768.53,69.20925874800695,1.6901937369117734,29.10054751508127,1.8992896116301285,61175.75752558022
679,S4GA11103,O,3,LIB,42377,0,42376.0,0,0,0,14938,10000,0,0,0,0,13269.0,GA,00,0.0,3480.0,12/31/2004,0,0,BUCKLEY,2004,GEORGIA,13,58,44,US SENATE,statewide,gen,FALSE,LIBERTARIAN,FALSE,total,69051.0,3220981.0,FALSE,20210114,,ALLEN BUCKLEY,ALLEN,16749.0,79.22264015762136,20.777359842378647,0.0,0.6136913295969646,19766.881124965606
680,S4HI00102,C,2,REP,57514,0,57123.0,0,0,390,125,0,0,0,0,45195,48289.0,HI,00,8500.0,0.0,12/31/2004,0,0,CAVASSO,2004,HAWAII,15,95,82,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,87172.0,415347.0,FALSE,20210114,,CAM CAVASSO,CAM,56789.0,85.03231259574918,0.0,14.967687404250823,0.6552906896709952,2721.7302208277883
681,S4IA00046,C,1,DEM,140204,0,135503.0,0,0,1030,3121,71067,0,4000,0,0,57865.0,IA,00,1200.0,3850.0,12/31/2004,0,0,SMALL,2004,IOWA,19,42,31,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,412365.0,1479228.0,FALSE,20210114,,ARTHUR SMALL,ARTHUR,62915.0,91.9732973058889,6.1193674004609395,1.9073352936501629,0.32859966291998594,4860.738221818049
682,S0IA00028,I,2,REP,5656165,129590,6403445.0,0,2709856,1962578,0,0,0,0,0,122804,3094943.0,IA,00,2142135.0,950.0,12/31/2004,8785,12500,GRASSLEY,2004,IOWA,19,42,31,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1038175.0,1479228.0,FALSE,20210114,,CHARLES GRASSLEY,CHARLES,5238028.0,59.08603390436248,0.01813659644431072,40.89582949919321,6.167982276591133,91238.5208703735
683,S8ID00027,I,2,REP,1948398,127417,1031912.0,200,398873,1315358,0,0,0,0,0,0,545418.0,ID,00,1241988.0,5000.0,12/31/2004,4000,10463,CRAPO,2004,IDAHO,16,82,63,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,499796.0,503932.0,FALSE,20210114,,MIKE CRAPO,MIKE,1792406.0,30.429378165437964,0.27895465647849876,69.29166717808354,2.064666383884625,10404.514601637467
684,S4IL00180,O,1,DEM,15095157,159637,14532493.0,287725,225537,788201,0,0,0,30180,0,0,13610700.0,IL,00,1205724.0,9995.0,12/31/2004,26238,10000,OBAMA,2004,ILLINOIS,17,33,21,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,3597456.0,5141520.0,FALSE,20210114,,BARACK OBAMA,BARACK,14826419.0,91.80031941630679,0.06741344622730547,8.132267137465899,4.039658302978549,207699.83957930267
685,S4IL00404,O,2,REP,2687483,0,2545325.0,0,0,142157,0,0,0,0,0,146658,2633932.0,IL,00,50608.0,0.0,12/31/2004,12100,0,KEYES,2004,ILLINOIS,17,33,21,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1390690.0,5141520.0,FALSE,20210114,,ALAN KEYES,ALAN,2684540.0,98.11483531629254,0.0,1.8851646837074507,1.83026051816005,94103.2105933026
686,S8IN00049,I,1,DEM,4820160,42619,2250428.0,250000,4025388,6595119,0,0,0,0,0,0,2969066.0,IN,00,1583913.0,50.0,12/31/2004,33000,15850,BAYH,2004,INDIANA,18,32,22,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,1496976.0,2428233.0,FALSE,20210114,,EVAN BAYH,EVAN,4553029.0,65.21078605034143,0.0010981700314230372,34.78811577962714,1.503316018426481,36504.01565371789
687,S4IN00071,C,2,REP,2265166,0,2242526.0,0,0,22638,0,0,0,0,0,0,2132527.0,IN,00,6450.0,6875.0,12/31/2004,9000,250,SCOTT,2004,INDIANA,18,32,22,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,903913.0,2428233.0,FALSE,20210114,,MARVIN SCOTT,MARVIN,2145852.0,99.37903452801032,0.3203855624712235,0.300579909518457,2.4809091140408426,60242.253807147375
688,S4KS00085,C,1,DEM,102295,0,102931.0,0,0,4258,10000,10000,0,10000,0,0,36814.0,KS,00,45150.0,200.0,12/31/2004,0,0,JONES,2004,KANSAS,20,47,32,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,310337.0,1129022.0,FALSE,20210114,,LEE JONES,LEE,82164.0,44.80551092936079,0.2434156078087727,54.951073462830436,0.33167492113412195,3744.6828280868867
689,S6KS00122,I,2,REP,2730682,131593,2476585.0,110000,489328,743424,0,0,0,0,0,0,1669128.0,KS,00,893588.0,5000.0,12/31/2004,17175,0,BROWNBACK,2004,KANSAS,20,47,32,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,780863.0,1129022.0,FALSE,20210114,,SAM BROWNBACK,SAM,2567716.0,65.00438522017232,0.194725584916712,34.80088919491096,3.171599883718399,35808.06043915514
690,S4KY00059,C,1,DEM,3127490,0,3104981.0,0,0,-22035,1522,706000,70050,239366,10000,637663,1852641.0,KY,00,484365.0,11100.0,12/31/2004,6614,0,MONGIARDO,2004,KENTUCKY,21,61,51,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,850855.0,1724362.0,FALSE,20210114,,DANIEL MONGIARDO,DANIEL,2348106.0,78.89937677430235,0.4727214188797269,20.62790180681792,3.6492481092548084,62926.247681708395
691,S8KY00118,I,2,REP,5122491,145664,6077599.0,285000,1006510,51402,0,0,0,0,0,0,2704521.0,KY,00,1903137.0,0.0,12/31/2004,1800,20418,BUNNING,2004,KENTUCKY,21,61,51,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,873507.0,1724362.0,FALSE,20210114,,JIM BUNNING,JIM,4607658.0,58.69621833912152,0.0,41.30378166087848,6.957699251408403,119975.92196557097
692,S4LA00040,O,1,DEM,4893113,1129927,4869165.0,0,0,23947,0,120000,0,0,0,132113,2515293.0,LA,00,1065880.0,34000.0,12/31/2004,125419,43000,JOHN,2004,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,542150.0,1848056.0,FALSE,20210114,,CHRISTOPHER JOHN,CHRISTOPHER,3615173.0,69.57600645944191,0.9404805800441639,29.483512960513924,8.981213686249193,165977.8584015494
693,S4LA00065,O,1,DEM,1919879,0,1919874.0,0,0,4,0,250000,0,40000,0,210000,1544360.0,LA,00,122570.0,0.0,12/31/2004,49800,2500,KENNEDY,2004,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,275821.0,1848056.0,FALSE,20210114,,JOHN KENNEDY,JOHN,1666930.0,92.64696178003875,0.0,7.353038219961245,6.960579506273996,128635.40720046696
694,S4LA00073,O,1,DEM,68653,0,67214.0,0,0,1437,1942,23200,0,0,0,0,25651.0,LA,00,12050.0,0.0,12/31/2004,0,0,MORRELL,2004,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,47222.0,1848056.0,FALSE,20210114,,ARTHUR MORRELL,ARTHUR,37701.0,68.03798307737196,0.0,31.962016922628045,1.4233619922917284,26304.526700266826
695,S4LA00057,O,2,REP,7743804,2395166,7206714.0,0,0,537089,0,95000,0,0,0,511357,3982633.0,LA,00,1182643.0,35000.0,12/31/2004,324214,91040,VITTER,2004,LOUISIANA,22,72,45,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,943014.0,1848056.0,FALSE,20210114,,DAVID VITTER,DAVID,5200276.0,76.58503125603333,0.6730412001209166,22.74192754384575,7.642213159083535,141232.37881923278
696,S6MD00140,I,1,DEM,5911959,84824,5997093.0,0,362061,276928,0,0,0,0,0,0,4660052.0,MD,00,1133700.0,0.0,12/31/2004,10130,6800,MIKULSKI,2004,MARYLAND,24,52,52,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,1504691.0,2321931.0,FALSE,20210114,,BARBARA MIKULSKI,BARBARA,5793752.0,80.43236921428462,0.0,19.56763078571537,3.9855977074362774,92542.82870425223
697,S4MD00152,C,2,REP,2313360,0,2300354.0,0,0,13005,0,1618350,0,27293,0,480650,668375.0,MD,00,16310.0,0.0,12/31/2004,100,0,PIPKIN,2004,MARYLAND,24,52,52,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,783055.0,2321931.0,FALSE,20210114,,E. PIPKIN,E.,684685.0,97.61788267597508,0.0,2.3821173240249167,2.937665936620033,68210.57605882091
698,S4MO00169,C,1,DEM,3600807,70846,3553458.0,0,0,47349,4000,0,0,0,0,0,2975362.0,MO,00,512409.0,0.0,12/31/2004,19063,3100,FARMER,2004,MISSOURI,29,43,34,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,1158261.0,2706402.0,FALSE,20210114,,NANCY FARMER,NANCY,3487771.0,85.30841044323151,0.0,14.691589556768491,3.067925104963389,83030.38639923127
699,S6MO00289,I,2,REP,8093952,232641,7848506.0,0,667372,912165,0,0,0,0,0,0,5607294.0,MO,00,2098125.0,1005.0,12/31/2004,33550,10251,BOND,2004,MISSOURI,29,43,34,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1518089.0,2706402.0,FALSE,20210114,,CHRISTOPHER BOND,CHRISTOPHER,7706424.0,72.76129628995238,0.013041068075153922,27.225662641972466,5.1699906922453165,139920.73149474108
700,S2NC00109,O,1,DEM,13407656,184445,13359764.0,0,28913,76803,0,3757012,0,0,0,10561273,8505462.0,NC,00,825187.0,34000.0,12/31/2004,21487,1000,BOWLES,2004,NORTH CAROLINA,37,56,47,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,1632527.0,3472082.0,FALSE,20210114,,ERSKINE BOWLES,ERSKINE,9364649.0,90.82520871844743,0.36306753194914193,8.811723749603429,8.183487317514503,284137.3901237039
701,S4NC00089,O,2,REP,12955098,2759705,12856982.0,0,0,98114,0,0,0,0,0,185453,6739184.0,NC,00,2796484.0,58058.0,12/31/2004,21850,11693,BURR,2004,NORTH CAROLINA,37,56,47,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1791450.0,3472082.0,FALSE,20210114,,RICHARD BURR,RICHARD,9593726.0,70.24574185253988,0.6051663347483554,29.149091812711763,7.176857852577521,249186.38966493064
702,S2ND00040,I,1,DEM,2942294,21951,2676756.0,0,563120,828657,0,0,0,0,0,0,1418964.0,ND,00,1410617.0,34000.0,12/31/2004,10075,14741,DORGAN,2004,NORTH DAKOTA,38,44,36,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,212143.0,310696.0,FALSE,20210114,,BYRON DORGAN,BYRON,2863581.0,49.55208181643893,1.1873245422427374,49.26059364131834,12.617696553739695,39202.67848460708
703,S4ND00053,C,2,REP,380351,0,381125.0,0,0,-773,0,155100,0,7100,0,148000,212739.0,ND,00,12299.0,0.0,12/31/2004,0,0,LIFFRIG,2004,NORTH DAKOTA,38,44,36,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,98553.0,310696.0,FALSE,20210114,,MIKE LIFFRIG,MIKE,225038.0,94.53470080608608,0.0,5.465299193913917,3.8672085070977036,12015.262143212281
704,S4NH00054,C,1,DEM,177594,0,177199.0,0,0,394,0,0,0,0,0,0,177594.0,NH,00,0.0,0.0,12/31/2004,0,0,HADDOCK,2004,NEW HAMPSHIRE,33,12,4,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,221549.0,657086.0,FALSE,20210114,,DORIS HADDOCK,DORIS,177594.0,100.0,0.0,0.0,0.7998185502981282,5255.495719411958
705,S2NH00025,I,2,REP,2982530,129824,1897466.0,0,368391,1453454,0,0,0,0,0,0,1171484.0,NH,00,1654297.0,100.0,12/31/2004,7150,1500,GREGG,2004,NEW HAMPSHIRE,33,12,4,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,434847.0,657086.0,FALSE,20210114,,JUDD GREGG,JUDD,2825881.0,41.45553192084168,0.003538719429445189,58.54092935972888,4.363525561864288,28672.115573431576
706,S6NV00028,I,1,DEM,7015254,11132,7040588.0,0,1346382,1321048,0,0,0,0,0,0,4801588.0,NV,00,2103980.0,37000.0,12/31/2004,18770,17104,REID,2004,NEVADA,32,88,65,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,494805.0,810068.0,FALSE,20210114,,HARRY REID,HARRY,6942568.0,69.16155520550898,0.5329440057339013,30.30550078875713,14.229015470740999,115264.70104352219
707,S4NV00130,C,2,REP,648792,1914,647500.55,1914,0,1291,21244,331500,0,0,0,331500,282064.0,NV,00,9343.0,0.0,12/31/2004,1200,0,ZISER,2004,NEVADA,32,88,65,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,284640.0,810068.0,FALSE,20210114,,RICHARD ZISER,RICHARD,291407.0,96.79383130810173,0.0,3.206168691898273,2.27480519252389,18427.468926974423
708,S8NY00082,I,1,DEM,11921568,374280,15467530.0,374280,13575254,10029291,0,0,0,0,0,0,9613725.0,NY,00,928598.0,0.0,12/31/2004,365255,11000,SCHUMER,2004,NEW YORK,36,21,13,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,4384907.0,7447818.0,FALSE,20210114,,CHARLES SCHUMER,CHARLES,10542323.0,91.19171362896014,0.0,8.808286371039856,3.527447674488877,262717.882841164
709,S4NY00156,C,2,REP,632269,2000,628578.0,0,0,5791,0,0,0,0,0,0,566913.0,NY,00,51350.0,11000.0,12/31/2004,450,1750,MILLS,2004,NEW YORK,36,21,13,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,1625069.0,7447818.0,FALSE,20210114,,HOWARD MILLS,HOWARD,629263.0,90.09158332843342,1.748076718319685,8.160339953246893,0.38680080661190386,28808.220098986567
710,S4NY00180,C,3,OTH,14275,0,7209.0,0,0,7065,0,0,0,0,0,0,13275.0,NY,00,0.0,1000.0,11/22/2004,0,0,MCREYNOLDS,2004,NEW YORK,36,21,13,US SENATE,statewide,gen,FALSE,GREEN,FALSE,total,36942.0,7447818.0,FALSE,20210114,,DAVID MCREYNOLDS,DAVID,14275.0,92.99474605954467,7.005253940455342,0.0,0.19514373883384764,14533.950506740297
711,S4NY00164,C,3,LIB,9999,0,9594.0,0,0,404,0,0,0,0,0,0,9999.0,NY,00,0.0,0.0,12/31/2004,0,0,SILBERGER,2004,NEW YORK,36,21,13,US SENATE,statewide,gen,FALSE,LIBERTARIAN,FALSE,total,19073.0,7447818.0,FALSE,20210114,,DONALD SILBERGER,DONALD,9999.0,100.0,0.0,0.0,0.5030147328684528,37463.621817228544
712,S4OH00135,C,1,DEM,1171354,0,1166538.0,0,0,4815,0,0,0,0,0,0,1044465.0,OH,00,97837.0,27913.0,12/31/2004,50,0,FINGERHUT,2004,OHIO,39,31,24,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,1961171.0,5425823.0,FALSE,20210114,,ERIC FINGERHUT,ERIC,1170215.0,89.25411142396909,2.3852881735407596,8.36060040249014,0.5948170761244175,32273.721724286155
713,S8OH00011,I,2,REP,7326196,772145,8956380.0,0,2361272,731087,0,0,0,0,0,0,4645364.0,OH,00,1670976.0,0.0,12/31/2004,8621,7750,VOINOVICH,2004,OHIO,39,31,24,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,3464356.0,5425823.0,FALSE,20210114,,GEORGE VOINOVICH,GEORGE,6316340.0,73.54518597795558,0.0,26.45481402204441,2.5852943519661373,140273.49556667963
714,S4OK00133,O,1,DEM,6257295,601816,6288528.0,0,0,85219,0,5883,0,5883,0,0,4557894.0,OK,00,1015266.0,35100.0,12/31/2004,7877,570,CARSON,2004,OKLAHOMA,40,73,53,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,596750.0,1446846.0,FALSE,20210114,,BRAD CARSON,BRAD,5608260.0,81.2710894288068,0.6258625669993901,18.103048004193813,10.537960620025137,152468.06171240887
715,S4OK00174,O,2,REP,5194988,368406,5138066.0,64830,0,56920,0,0,0,0,0,140021,3922360.0,OK,00,852918.0,47993.0,12/31/2004,13625,2500,COBURN,2004,OKLAHOMA,40,73,53,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,763433.0,1446846.0,FALSE,20210114,,TOM COBURN,TOM,4823271.0,81.32157616687928,0.9950301361876619,17.683393696933056,6.730212081479317,97375.80429240025
716,S6OR00110,I,1,DEM,3802681,25568,2817706.0,0,1041005,2025980,0,0,0,0,0,0,2624758.0,OR,00,1111758.0,0.0,12/31/2004,9500,500,WYDEN,2004,OREGON,41,92,72,US SENATE,statewide,gen,FALSE,DEMOCRAT,FALSE,total,1128728.0,1780550.0,FALSE,20210114,,RON WYDEN,RON,3736516.0,70.24613302873585,0.0,29.75386697126414,2.4963551892041305,44448.85232137415
717,S4OR00107,C,2,REP,35762,0,35718.0,0,0,79,590,10000,0,5735,0,2765,17013.0,OR,00,5250.0,8500.0,12/31/2004,0,0,KING,2004,OREGON,41,92,72,US SENATE,statewide,gen,FALSE,REPUBLICAN,FALSE,total,565254.0,1780550.0,FALSE,20210114,,AL KING,AL,30763.0,55.30344894841205,27.630595195527096,17.065955856060853,0.06318929189355582,1125.1169368107082
718,S4OR00123,C,3,OTH,9940,0,8511.0,250,0,0,0,2000,0,1000,0,0,4054.0,OR,00,0.0,400.0,01/31/2005,0,0,KEANE,2004,OREGON,41,92,72,US SENATE,statewide,gen,FALSE,PACIFIC GREEN,FALSE,total,43053.0,1780550.0,FALSE,20210114,,TERESA KEANE,TERESA,4454.0,91.01930848675349,8.980691513246521,0.0,0.19768657236429518,3519.908264232458
